bib,age,20k_minutes,avg_pace_to_20k,perc_decay_15k_to_20k,finish_minutes
2382,22,73.05,16.43,-0.43,160.8
856,28,75.08,15.98,-0.02,160.82
1131,37,76.83,15.62,0.13,160.82
725,43,74.63,16.08,-0.13,160.87
1085,31,75.57,15.88,-0.37,160.87
663,31,74.93,16.01,-0.32,160.88
873,22,74.52,16.1,-0.64,160.88
3077,27,75.48,15.9,-0.23,160.92
480,29,70.53,17.01,-0.43,160.93
3348,27,76.33,15.72,0.23,160.97
3546,26,75.52,15.89,0.02,160.98
1357,30,75.53,15.89,-0.05,160.98
607,38,71.6,16.76,-0.93,161.0
2861,38,77.63,15.46,-0.07,161.02
903,28,77.08,15.57,0.71,161.02
574,39,74.27,16.16,-0.67,161.02
2976,28,76.38,15.71,0.78,161.05
1714,31,74.83,16.04,-0.22,161.07
1168,46,75.92,15.81,-0.42,161.07
2304,36,74.87,16.03,-0.18,161.08
2485,44,76.82,15.62,0.1,161.08
1866,38,76.48,15.69,0.38,161.1
2460,33,75.55,15.88,0.01,161.12
2328,24,75.22,15.95,0.15,161.12
358,36,69.63,17.23,-0.29,161.15
1743,39,74.63,16.08,-0.34,161.18
2878,29,75.5,15.89,0.17,161.2
3712,30,77.65,15.45,0.62,161.23
1044,47,75.93,15.8,-0.05,161.23
730,34,76.18,15.75,0.11,161.28
1921,31,76.3,15.73,-0.22,161.32
1193,39,75.85,15.82,-0.1,161.35
1710,29,75.87,15.82,-0.27,161.35
870,32,74.92,16.02,-0.3,161.38
843,37,74.6,16.09,-0.39,161.38
1473,37,76.13,15.76,-0.31,161.43
393,35,77.03,15.58,0.19,161.45
2559,23,75.03,15.99,-0.09,161.45
955,29,74.27,16.16,-0.15,161.48
612,30,77.02,15.58,0.41,161.53
735,43,76.17,15.75,-0.35,161.55
968,31,75.15,15.97,-0.34,161.57
1329,25,75.42,15.91,-0.29,161.57
1097,39,75.82,15.83,-0.2,161.58
2066,31,76.72,15.64,0.1,161.58
1272,44,73.57,16.31,-0.81,161.6
1096,27,76.7,15.65,0.13,161.6
3314,39,76.98,15.59,0.37,161.62
647,37,72.7,16.51,-0.27,161.65
2248,25,76.17,15.75,-0.22,161.67
454,24,73.95,16.23,-0.74,161.67
1098,34,74.78,16.05,-0.47,161.68
1903,44,76.15,15.76,-0.2,161.68
991,24,74.17,16.18,-0.28,161.68
1749,36,75.22,15.95,-0.24,161.7
1596,36,75.73,15.85,-0.21,161.7
1259,42,74.9,16.02,-0.26,161.72
2141,26,77.52,15.48,0.14,161.72
1117,27,75.15,15.97,-0.24,161.73
1413,33,77.5,15.48,0.01,161.73
695,50,75.22,15.95,-0.15,161.77
1871,24,74.85,16.03,-0.16,161.78
1931,33,75.82,15.83,0.1,161.78
1011,36,77.0,15.58,0.05,161.8
935,37,76.0,15.79,-0.44,161.8
1443,42,74.85,16.03,-0.87,161.8
710,44,74.55,16.1,-0.11,161.82
1009,40,75.13,15.97,-0.47,161.82
4382,30,75.78,15.84,0.38,161.83
807,24,73.07,16.42,-0.31,161.83
1514,27,76.75,15.64,0.03,161.85
5476,36,76.47,15.69,0.4,161.85
1075,50,77.67,15.45,0.13,161.88
1082,31,75.03,15.99,-0.61,161.88
567,39,73.62,16.3,-0.62,161.9
1058,47,74.78,16.05,-0.33,161.92
377,41,72.02,16.66,-0.36,161.98
1287,35,75.63,15.87,-0.34,162.02
1466,26,75.03,15.99,-0.04,162.02
1702,30,76.72,15.64,0.05,162.02
1461,21,75.25,15.95,-0.33,162.07
1214,33,74.23,16.17,-0.72,162.1
1365,26,75.85,15.82,-0.33,162.12
1194,26,75.67,15.86,-0.04,162.12
4465,31,77.05,15.57,0.02,162.17
396,32,74.68,16.07,-0.43,162.17
1086,33,74.37,16.14,-0.46,162.17
882,27,74.23,16.17,-0.26,162.17
3211,23,79.07,15.18,0.38,162.2
928,25,74.32,16.15,-0.34,162.27
1445,26,75.15,15.97,-0.5,162.28
2280,29,75.33,15.93,0.27,162.28
1331,31,76.18,15.75,0.11,162.28
2297,30,75.13,15.97,0.13,162.3
1280,33,75.6,15.87,-0.14,162.32
6072,34,75.85,15.82,0.99,162.33
1073,43,76.88,15.61,0.1,162.33
2087,27,77.38,15.51,0.16,162.35
805,32,75.82,15.83,-0.29,162.35
822,41,76.73,15.64,0.14,162.35
1830,41,76.73,15.64,0.14,162.37
265,34,76.88,15.61,0.07,162.37
3114,40,76.58,15.67,-0.18,162.37
362,25,74.28,16.16,-0.68,162.38
1435,31,75.68,15.86,-0.25,162.38
519,40,70.12,17.11,-0.51,162.4
1838,37,75.55,15.88,-0.46,162.4
933,35,75.15,15.97,-0.82,162.4
8802,41,74.85,16.03,-0.51,162.42
1465,29,75.8,15.83,-0.44,162.43
2491,22,75.48,15.9,-0.05,162.43
904,30,73.33,16.36,-0.4,162.45
1733,29,77.18,15.55,0.23,162.47
929,28,76.07,15.77,-0.35,162.47
479,28,77.85,15.41,0.19,162.47
3648,27,75.28,15.94,-0.25,162.47
1684,27,72.08,16.65,-0.3,162.47
4297,28,78.62,15.26,-0.36,162.47
2593,34,78.0,15.38,1.16,162.48
2058,39,76.83,15.62,0.08,162.48
2342,27,77.4,15.5,-0.14,162.48
1515,43,75.8,15.83,-0.14,162.5
2302,21,77.6,15.46,0.0,162.52
4312,22,75.35,15.93,0.38,162.53
3536,36,77.03,15.58,0.31,162.53
1634,36,75.62,15.87,-0.15,162.53
2755,25,70.7,16.97,0.1,162.55
5708,31,77.57,15.47,0.12,162.57
4899,29,77.57,15.47,0.12,162.58
1255,33,75.78,15.84,0.03,162.58
1410,38,76.35,15.72,-0.11,162.62
2814,30,75.38,15.92,-0.33,162.62
586,40,77.68,15.45,-2.76,162.65
958,50,75.77,15.84,-0.96,162.67
922,33,75.68,15.86,-0.14,162.68
889,43,74.98,16.0,-0.99,162.7
550,51,75.42,15.91,-0.11,162.72
2604,35,76.93,15.6,0.3,162.72
2276,26,76.47,15.69,-0.06,162.73
2776,31,76.4,15.71,0.31,162.73
947,38,73.97,16.22,-0.72,162.73
2611,27,78.65,15.26,0.78,162.73
1447,34,75.75,15.84,0.01,162.75
1974,36,76.25,15.74,-0.1,162.8
1103,34,74.42,16.12,-0.83,162.8
4889,32,76.6,15.67,0.0,162.82
874,36,75.52,15.89,0.07,162.82
524,36,71.75,16.72,-0.45,162.83
923,39,75.8,15.83,-0.18,162.85
1344,26,76.63,15.66,-0.7,162.87
3468,37,77.47,15.49,0.29,162.87
1220,46,75.42,15.91,-0.47,162.87
886,39,75.42,15.91,-0.47,162.88
839,28,77.5,15.48,-0.09,162.88
2655,26,78.12,15.36,-0.2,162.88
936,48,75.25,15.95,-0.28,162.92
1241,29,75.67,15.86,-0.23,162.92
1246,25,75.78,15.84,-0.33,162.98
1050,31,75.75,15.84,-0.07,163.0
77,51,72.82,16.48,-0.91,163.05
1062,38,76.57,15.67,-0.74,163.05
1679,37,77.0,15.58,-0.4,163.07
3809,24,78.08,15.37,0.44,163.07
1076,36,77.2,15.54,-0.0,163.07
1185,38,76.42,15.7,-2.17,163.07
2286,40,73.55,16.32,-0.84,163.07
2405,48,76.53,15.68,-0.05,163.08
690,39,76.2,15.75,-0.47,163.1
1251,40,76.42,15.7,-0.24,163.12
2576,25,76.2,15.75,-0.4,163.12
3038,45,76.25,15.74,0.32,163.12
883,37,73.42,16.34,-0.79,163.13
1282,38,75.73,15.85,-0.21,163.15
3244,40,76.48,15.69,0.16,163.15
2305,34,76.7,15.65,0.1,163.15
1395,57,75.82,15.83,-0.61,163.15
613,33,76.97,15.59,0.16,163.17
5396,34,76.27,15.73,0.56,163.17
556,36,71.47,16.79,-0.75,163.22
1909,39,75.18,15.96,-0.74,163.22
1452,40,74.67,16.07,-0.67,163.23
2183,28,77.82,15.42,-0.25,163.23
858,50,75.93,15.8,-0.26,163.25
1080,22,76.08,15.77,-2.56,163.27
1946,19,76.7,15.65,-0.27,163.28
1311,45,76.87,15.61,-0.04,163.28
2067,33,77.32,15.52,0.48,163.3
1972,26,77.32,15.52,0.33,163.33
350,38,76.3,15.73,-0.52,163.33
1055,38,75.73,15.85,-0.47,163.33
1108,30,77.55,15.47,0.27,163.33
1939,37,76.85,15.61,0.06,163.33
1834,41,76.78,15.63,-0.46,163.37
859,40,74.02,16.21,-0.48,163.38
2180,32,76.13,15.76,-0.38,163.42
1554,23,72.7,16.51,-0.38,163.42
1558,32,77.68,15.45,-0.24,163.43
1831,33,71.4,16.81,-0.32,163.43
1301,32,77.7,15.44,-0.01,163.43
1178,37,77.33,15.52,-0.03,163.43
3081,24,77.07,15.57,0.31,163.43
1897,29,74.07,16.2,-0.33,163.45
3547,28,77.1,15.56,0.1,163.47
1114,34,76.42,15.7,-0.24,163.48
2074,45,76.82,15.62,0.15,163.5
1745,20,75.02,16.0,0.1,163.5
1929,31,74.93,16.01,0.36,163.5
455,33,74.18,16.18,-0.21,163.5
1482,28,76.55,15.68,-0.32,163.52
1501,29,76.57,15.67,-0.31,163.52
1850,25,74.78,16.05,-0.21,163.53
2147,32,76.57,15.67,0.18,163.53
579,20,70.6,17.0,-0.57,163.53
2022,34,79.0,15.19,0.2,163.57
1560,40,76.45,15.7,-0.29,163.57
4090,32,78.78,15.23,0.75,163.6
1170,30,72.8,16.48,-2.05,163.62
504,34,76.73,15.64,-0.43,163.62
2256,34,76.92,15.6,-0.59,163.63
1355,32,77.35,15.51,0.1,163.63
3515,27,78.3,15.33,0.01,163.63
5537,22,78.95,15.2,0.43,163.63
1118,42,75.77,15.84,-0.98,163.63
5340,34,77.5,15.48,0.08,163.63
4681,26,77.85,15.41,-0.01,163.65
3184,20,76.73,15.64,-0.81,163.67
646,28,72.03,16.66,-0.75,163.67
2049,34,76.1,15.77,-0.87,163.68
306,25,76.85,15.61,-1.24,163.68
1688,44,74.72,16.06,-0.21,163.68
540,37,72.28,16.6,-0.61,163.68
3966,31,78.33,15.32,0.09,163.7
3082,32,79.0,15.19,0.17,163.72
453,28,76.85,15.61,-1.24,163.72
1536,31,76.83,15.62,-0.33,163.72
395,25,70.05,17.13,-0.49,163.73
3842,23,78.68,15.25,0.03,163.77
1894,26,74.88,16.03,-0.02,163.78
4096,23,78.53,15.28,0.31,163.78
1472,37,77.18,15.55,-0.06,163.78
1615,28,75.3,15.94,-0.26,163.78
1538,28,75.37,15.92,-1.2,163.82
774,26,74.48,16.11,-0.14,163.82
3783,33,78.62,15.26,0.2,163.83
1711,29,75.65,15.86,-0.45,163.83
698,48,77.35,15.51,0.06,163.85
1432,39,77.9,15.4,-0.01,163.85
1532,33,76.27,15.73,-0.84,163.87
3715,28,77.93,15.4,0.09,163.87
1403,42,78.08,15.37,0.07,163.88
1440,31,73.88,16.24,-1.7,163.93
1676,46,77.82,15.42,-0.15,163.93
345,36,72.73,16.5,-0.05,163.95
2242,30,77.2,15.54,-0.26,163.95
1217,41,76.4,15.71,-0.44,163.95
278,27,69.17,17.35,-1.15,163.97
2571,39,77.08,15.57,0.1,163.98
6736,21,79.9,15.02,0.34,164.0
2010,48,76.15,15.76,-0.37,164.0
1138,43,75.37,15.92,-0.31,164.0
798,22,75.67,15.86,0.3,164.02
2258,30,77.73,15.44,-0.94,164.02
2330,29,77.43,15.5,0.19,164.03
2719,33,77.23,15.54,-0.09,164.03
2009,47,75.48,15.9,-0.49,164.05
1106,47,76.13,15.76,-0.17,164.07
726,26,72.12,16.64,-0.54,164.07
4939,27,77.38,15.51,0.32,164.07
1318,24,79.13,15.16,0.0,164.07
5443,41,77.37,15.51,-1.56,164.08
1454,32,76.22,15.74,-0.43,164.08
518,35,76.2,15.75,-0.52,164.08
1880,33,78.35,15.32,-0.06,164.1
4567,31,76.88,15.61,0.02,164.1
3231,39,78.32,15.32,-0.1,164.12
1035,20,75.32,15.93,-0.21,164.13
1308,34,74.55,16.1,-0.88,164.15
885,29,74.75,16.05,-1.22,164.15
1037,38,75.22,15.95,-0.43,164.15
3109,31,77.93,15.4,0.21,164.17
1319,31,77.45,15.49,0.4,164.18
5001,26,78.37,15.31,0.33,164.18
5553,35,75.3,15.94,-0.26,164.18
353,28,71.23,16.85,-0.45,164.2
1610,39,77.98,15.39,0.16,164.23
1735,38,75.33,15.93,-0.35,164.23
2309,27,78.1,15.36,0.55,164.23
1820,37,78.37,15.31,-0.01,164.27
1520,27,77.43,15.5,0.01,164.27
287,32,73.72,16.28,-0.47,164.27
1157,21,76.82,15.62,-0.25,164.27
128,35,75.43,15.91,-1.33,164.28
3484,25,78.1,15.36,0.18,164.28
1314,33,76.65,15.66,-0.73,164.28
910,39,74.57,16.09,0.08,164.3
1582,34,77.12,15.56,0.57,164.3
1566,32,77.72,15.44,0.1,164.3
727,43,74.63,16.08,-0.27,164.32
2815,26,78.05,15.37,-0.1,164.33
1511,36,75.87,15.82,-0.32,164.33
1107,31,77.63,15.46,0.13,164.33
3191,29,77.67,15.45,0.03,164.37
2057,40,79.88,15.02,0.35,164.4
2400,24,76.95,15.59,0.19,164.4
608,45,75.52,15.89,-0.28,164.42
1312,35,74.98,16.0,-0.15,164.42
2860,36,78.53,15.28,0.51,164.42
2170,35,76.02,15.79,-0.41,164.45
2650,33,77.92,15.4,-0.07,164.45
1877,23,76.38,15.71,-0.53,164.47
2846,29,77.52,15.48,-0.12,164.47
2007,34,75.18,15.96,-0.12,164.47
2104,24,77.12,15.56,0.14,164.48
1292,31,77.23,15.54,0.13,164.5
3247,27,77.63,15.46,0.18,164.52
1708,30,76.75,15.64,-0.77,164.52
1763,36,73.78,16.26,-0.24,164.52
2282,28,78.2,15.35,-0.03,164.57
1925,39,75.22,15.95,-0.59,164.57
887,27,71.5,16.78,-1.35,164.58
795,39,76.9,15.6,-0.16,164.58
1507,27,78.45,15.3,0.5,164.58
1426,45,76.17,15.75,-0.19,164.6
1808,36,76.92,15.6,-0.36,164.6
3722,38,77.88,15.41,0.1,164.6
4958,35,78.43,15.3,0.42,164.6
9030,28,76.03,15.78,-0.25,164.6
1446,29,77.13,15.56,0.09,164.62
1825,30,76.62,15.66,-0.06,164.62
2163,25,76.12,15.76,0.07,164.62
1692,28,76.37,15.71,0.0,164.63
547,28,77.37,15.51,-0.43,164.63
1607,34,76.53,15.68,-0.08,164.63
1672,45,75.58,15.88,-1.16,164.63
3585,33,77.55,15.47,0.01,164.65
1457,20,77.87,15.41,-0.14,164.65
3378,33,77.45,15.49,-0.19,164.65
573,28,76.8,15.62,-0.21,164.67
3315,33,78.57,15.27,0.34,164.67
1518,31,76.0,15.79,0.04,164.68
1013,24,73.3,16.37,-0.81,164.68
2065,25,77.12,15.56,-0.21,164.7
2558,39,78.07,15.37,-0.18,164.7
2730,27,77.75,15.43,0.44,164.72
2420,28,78.43,15.3,0.51,164.72
2319,26,76.32,15.72,-0.19,164.72
1088,39,77.18,15.55,-0.35,164.72
1188,37,76.03,15.78,-0.3,164.72
2130,50,76.73,15.64,-0.9,164.73
3615,34,77.1,15.56,-0.08,164.73
631,29,78.18,15.35,0.28,164.75
2157,26,75.95,15.8,0.1,164.75
815,35,74.53,16.1,-0.48,164.75
3279,35,77.8,15.42,-0.14,164.77
1023,31,78.07,15.37,-0.06,164.78
982,35,74.8,16.04,-0.5,164.8
4844,29,77.97,15.39,-0.1,164.8
2411,33,79.22,15.15,0.26,164.8
1487,46,78.08,15.37,-0.15,164.8
595,32,74.25,16.16,-0.43,164.82
328,30,76.83,15.62,-0.65,164.82
5867,29,78.97,15.2,-0.13,164.82
3428,44,80.02,15.0,0.01,164.82
1052,35,75.95,15.8,-0.25,164.83
2378,29,77.12,15.56,0.07,164.83
2482,23,80.27,14.95,-0.14,164.85
1492,49,76.35,15.72,-0.07,164.85
3933,34,76.62,15.66,0.15,164.87
361,32,72.67,16.51,-0.7,164.9
2027,37,78.27,15.33,0.11,164.92
3066,32,79.0,15.19,0.42,164.92
1813,45,78.05,15.37,-0.27,164.93
1377,48,75.73,15.85,-0.08,164.95
1014,37,75.97,15.8,-0.35,164.95
1784,26,74.47,16.11,-0.67,164.98
2060,27,76.83,15.62,-0.25,165.0
163,46,72.1,16.64,-0.55,165.02
1392,32,77.08,15.57,0.21,165.02
2376,34,78.13,15.36,-0.03,165.03
3570,29,78.07,15.37,0.22,165.05
3281,36,79.18,15.16,0.28,165.05
913,30,77.87,15.41,-0.14,165.07
1823,42,77.6,15.46,0.0,165.07
2885,36,77.22,15.54,0.01,165.07
2958,26,77.42,15.5,-0.54,165.07
3140,22,78.15,15.36,0.41,165.07
282,26,77.42,15.5,1.21,165.07
1489,38,76.53,15.68,-0.38,165.08
386,32,78.08,15.37,-0.02,165.08
3277,22,78.0,15.38,0.21,165.08
1189,29,78.6,15.27,-0.17,165.1
2034,20,75.65,15.86,0.2,165.12
2763,18,78.0,15.38,-0.29,165.13
1797,25,76.02,15.79,-0.06,165.13
4208,35,77.25,15.53,-0.19,165.13
657,41,75.18,15.96,-0.47,165.13
327,27,71.12,16.87,-0.32,165.15
865,22,71.35,16.82,-0.17,165.17
1304,37,73.5,16.33,-2.46,165.17
1627,45,76.27,15.73,-0.13,165.18
2253,23,78.95,15.2,0.03,165.2
614,41,75.73,15.85,-0.17,165.22
3563,47,77.55,15.47,-0.23,165.22
1977,30,76.87,15.61,-0.47,165.25
3767,41,77.58,15.47,-0.4,165.25
575,34,76.87,15.61,-1.31,165.27
2813,36,77.57,15.47,-0.13,165.28
4355,41,77.35,15.51,0.2,165.28
1771,29,77.6,15.46,-0.17,165.28
3336,36,79.0,15.19,0.34,165.3
3726,24,80.23,14.96,0.1,165.3
3131,42,78.62,15.26,-0.31,165.32
1101,28,77.32,15.52,0.1,165.33
4553,27,77.82,15.42,-0.33,165.33
3342,42,79.35,15.12,0.65,165.35
1551,36,78.53,15.28,0.14,165.37
3621,39,76.85,15.61,0.33,165.37
2299,37,73.42,16.34,-0.61,165.37
2217,28,78.68,15.25,0.07,165.37
5571,22,77.5,15.48,0.34,165.38
1240,42,76.98,15.59,-0.18,165.38
4095,37,78.95,15.2,0.23,165.4
801,40,76.58,15.67,-0.41,165.4
1622,26,76.2,15.75,-0.09,165.4
5278,32,78.4,15.31,0.46,165.43
1421,26,78.45,15.3,-0.57,165.47
2963,27,78.52,15.28,-0.15,165.48
1781,38,77.68,15.45,-0.14,165.48
2346,24,78.53,15.28,0.48,165.48
2674,45,78.45,15.3,-0.01,165.48
1444,27,77.27,15.53,-0.21,165.48
1330,43,77.12,15.56,-0.64,165.5
742,39,74.78,16.05,-0.65,165.52
2039,31,78.48,15.29,0.02,165.52
3055,31,77.77,15.43,0.04,165.52
4923,44,78.3,15.33,0.16,165.52
2991,20,76.47,15.69,0.14,165.53
4230,44,75.7,15.85,-0.96,165.55
3251,37,77.07,15.57,-0.61,165.57
2451,29,78.83,15.22,-0.63,165.57
3602,29,78.2,15.35,-0.48,165.57
3259,36,77.57,15.47,-0.01,165.58
4400,26,77.45,15.49,1.0,165.58
3179,25,79.2,15.15,0.79,165.58
3172,25,79.2,15.15,0.79,165.58
1264,32,75.4,15.92,-0.57,165.58
1405,31,76.38,15.71,-0.27,165.6
1449,37,78.18,15.35,-0.18,165.62
2106,34,76.12,15.76,-0.68,165.62
2097,40,79.23,15.15,0.05,165.62
897,43,75.82,15.83,-0.96,165.62
2675,41,74.88,16.03,-0.87,165.62
5518,26,78.78,15.23,-0.14,165.63
2619,30,79.42,15.11,0.31,165.63
5299,37,79.17,15.16,0.49,165.67
2583,36,78.38,15.31,-0.06,165.67
2185,42,76.87,15.61,-0.18,165.67
3156,27,77.97,15.39,-0.1,165.68
1369,40,78.57,15.27,0.26,165.72
3396,27,77.8,15.42,-0.21,165.73
2288,37,78.22,15.34,0.06,165.73
1205,34,77.52,15.48,-0.02,165.73
606,32,72.87,16.47,-0.92,165.73
3339,33,77.8,15.42,-0.34,165.75
1218,30,74.22,16.17,-0.33,165.75
1635,34,77.87,15.41,-0.18,165.77
2419,27,78.53,15.28,0.14,165.77
3330,39,77.58,15.47,-0.37,165.77
2641,44,79.15,15.16,-0.05,165.78
4569,29,75.07,15.99,-0.66,165.78
3155,34,79.27,15.14,0.38,165.78
2383,30,78.95,15.2,0.06,165.78
3138,31,77.92,15.4,0.22,165.8
2689,41,78.25,15.34,-0.12,165.83
2137,38,79.17,15.16,-0.01,165.83
2663,37,76.15,15.76,-0.55,165.85
596,31,75.72,15.85,0.02,165.87
1777,38,77.95,15.39,0.15,165.87
3132,22,79.42,15.11,-0.03,165.87
1521,45,74.93,16.01,-1.15,165.87
2158,39,78.53,15.28,-0.17,165.88
2570,37,76.18,15.75,-0.2,165.88
685,31,75.8,15.83,0.05,165.9
3567,39,80.22,14.96,0.26,165.9
855,40,76.43,15.7,-0.3,165.92
1121,39,78.08,15.37,-0.32,165.92
8368,46,78.1,15.36,-0.52,165.92
1586,39,78.6,15.27,-0.14,165.95
5400,26,79.57,15.08,0.17,165.95
1653,38,77.4,15.5,-0.29,165.97
1603,30,77.67,15.45,-0.14,165.97
379,23,78.53,15.28,0.48,165.98
3771,39,78.72,15.24,0.15,165.98
342,34,69.73,17.21,-1.09,166.0
1999,45,78.07,15.37,-0.09,166.0
829,34,74.62,16.08,-0.29,166.0
1402,48,76.67,15.65,-0.44,166.03
2564,34,78.28,15.33,-0.05,166.05
983,28,74.6,16.09,0.0,166.05
4418,36,76.13,15.76,-0.12,166.07
1448,31,79.25,15.14,-0.1,166.07
1192,37,78.03,15.38,-0.12,166.07
639,33,74.62,16.08,-0.12,166.08
3815,43,78.08,15.37,-0.44,166.08
3285,23,75.12,15.97,-0.3,166.1
3349,33,76.08,15.77,-1.1,166.1
2315,36,79.47,15.1,0.05,166.12
5483,36,78.83,15.22,-0.07,166.12
1374,32,77.4,15.5,-0.55,166.12
1824,26,78.33,15.32,-0.05,166.13
1371,24,77.45,15.49,-0.06,166.13
1975,26,78.93,15.2,1.07,166.15
1438,29,78.02,15.38,0.11,166.17
1901,26,77.62,15.46,-0.46,166.17
1644,29,77.32,15.52,0.48,166.18
1422,41,77.77,15.43,-0.13,166.18
2851,35,75.63,15.87,-0.66,166.18
2234,40,78.48,15.29,-0.22,166.18
3112,29,77.52,15.48,-0.02,166.2
2073,30,78.53,15.28,0.17,166.22
3934,25,79.07,15.18,-0.17,166.22
4083,53,79.33,15.13,0.31,166.23
1778,33,77.87,15.41,0.12,166.23
2381,33,77.67,15.45,0.05,166.23
6402,33,78.03,15.38,-0.59,166.25
4303,33,78.42,15.3,0.23,166.25
966,44,78.47,15.29,-0.04,166.27
1761,24,78.45,15.3,0.5,166.27
1368,49,78.53,15.28,-0.08,166.28
1799,42,78.08,15.37,-0.1,166.3
4292,39,81.37,14.75,0.69,166.3
1383,47,77.53,15.48,0.18,166.3
1206,26,79.05,15.18,0.81,166.32
2162,29,79.88,15.02,0.07,166.32
1169,41,77.53,15.48,-0.12,166.33
3144,40,77.1,15.56,-0.13,166.35
2079,38,76.68,15.65,-0.33,166.35
1742,38,79.97,15.01,0.15,166.37
164,43,77.15,15.55,-1.27,166.37
2579,29,78.92,15.21,-0.19,166.38
3340,29,80.07,14.99,0.25,166.38
2665,44,79.12,15.17,-0.03,166.4
3305,37,77.17,15.55,-0.83,166.4
2175,33,78.83,15.22,-0.55,166.4
5511,39,80.12,14.98,-0.15,166.42
1870,30,77.27,15.53,0.17,166.43
1199,37,77.35,15.51,-0.06,166.45
1158,50,79.37,15.12,-0.16,166.45
1859,29,78.9,15.21,-0.18,166.45
1893,36,77.75,15.43,-0.31,166.45
426,33,77.12,15.56,0.16,166.47
1498,23,80.15,14.97,-0.14,166.48
3488,36,78.4,15.31,0.37,166.52
3044,29,78.53,15.28,-0.25,166.53
2197,28,77.0,15.58,0.21,166.53
2179,25,78.15,15.36,0.06,166.53
2277,31,77.25,15.53,-0.1,166.55
4698,30,78.7,15.25,-0.33,166.58
3526,25,77.12,15.56,-0.12,166.58
1966,32,76.75,15.64,-0.49,166.58
1911,62,77.75,15.43,-0.45,166.6
3123,24,78.52,15.28,0.05,166.63
3853,29,79.1,15.17,-0.08,166.65
5800,24,79.2,15.15,0.29,166.65
513,39,76.87,15.61,-0.58,166.65
2530,45,76.68,15.65,-0.45,166.67
1145,58,76.83,15.62,-0.42,166.67
5183,29,79.7,15.06,0.76,166.68
907,38,77.8,15.42,-0.46,166.7
2402,38,77.08,15.57,-0.5,166.7
2005,41,77.63,15.46,-0.07,166.72
2839,27,78.85,15.22,-0.37,166.72
733,40,74.6,16.09,-0.89,166.72
2165,22,78.63,15.26,0.42,166.72
681,39,77.52,15.48,-0.46,166.73
2897,45,78.53,15.28,-0.17,166.73
1888,31,80.05,14.99,0.35,166.73
2853,31,78.65,15.26,-0.03,166.75
5341,28,78.8,15.23,0.17,166.77
5980,24,82.17,14.6,0.31,166.77
1273,29,78.02,15.38,-0.25,166.78
1940,39,78.88,15.21,-0.1,166.78
5044,29,78.02,15.38,0.09,166.78
2146,24,74.27,16.16,-0.72,166.8
2001,41,79.33,15.13,0.09,166.82
4945,35,78.6,15.27,0.14,166.82
5348,36,78.98,15.19,-0.09,166.83
2928,52,78.2,15.35,-0.29,166.83
2150,35,78.3,15.33,-0.42,166.83
5808,36,78.37,15.31,0.17,166.85
5957,34,76.45,15.7,0.37,166.85
1167,39,77.65,15.45,-0.03,166.85
2392,30,76.4,15.71,-0.73,166.87
2426,42,77.68,15.45,-0.31,166.87
3177,35,77.68,15.45,0.03,166.87
10700,28,77.82,15.42,-0.92,166.88
2898,41,79.12,15.17,0.15,166.9
1961,33,78.03,15.38,0.35,166.9
3035,31,77.88,15.41,-0.14,166.9
1367,32,77.5,15.48,-0.13,166.92
2107,27,78.1,15.36,-0.55,166.92
2489,33,77.7,15.44,-0.01,166.93
2470,39,77.72,15.44,-0.07,166.93
1387,32,77.78,15.43,-1.14,166.93
867,33,74.05,16.21,-1.56,166.95
1673,42,78.0,15.38,-0.38,166.95
3154,33,79.93,15.01,0.05,166.97
1608,34,77.0,15.58,-0.05,166.97
4028,38,78.3,15.33,-0.01,166.98
1843,41,77.88,15.41,-0.65,167.0
3463,28,78.15,15.36,-0.02,167.02
1327,28,78.95,15.2,-0.75,167.03
1605,38,79.17,15.16,-0.1,167.03
2105,21,79.15,15.16,0.28,167.03
1671,30,76.48,15.69,-0.4,167.03
1747,25,80.32,14.94,-0.93,167.03
2986,40,78.28,15.33,-0.05,167.03
4543,24,79.55,15.08,0.31,167.05
2569,36,78.63,15.26,-0.07,167.05
2907,25,77.33,15.52,0.14,167.05
3512,37,76.22,15.74,-0.55,167.07
4244,40,80.68,14.87,0.73,167.08
2784,38,78.45,15.3,-0.18,167.08
5573,31,79.03,15.18,-0.0,167.1
2918,40,78.83,15.22,0.08,167.1
4392,29,80.72,14.87,0.84,167.1
2746,38,80.08,14.99,0.15,167.1
4516,20,79.43,15.11,0.26,167.1
1353,33,79.07,15.18,-0.88,167.1
2849,30,77.18,15.55,-2.19,167.12
834,36,80.0,15.0,0.03,167.12
3398,26,79.5,15.09,0.21,167.12
1474,23,77.68,15.45,-0.05,167.12
3432,51,78.15,15.36,-0.19,167.12
5060,42,78.23,15.34,-2.05,167.12
1254,34,76.05,15.78,-0.33,167.12
3900,41,76.67,15.65,-0.56,167.12
1944,36,79.1,15.17,-0.26,167.13
1572,27,79.88,15.02,-0.15,167.13
2736,37,79.47,15.1,-0.21,167.15
491,32,73.98,16.22,-0.6,167.17
2040,35,78.25,15.34,-0.4,167.17
1664,39,79.73,15.05,0.37,167.17
3229,31,78.95,15.2,0.65,167.17
731,37,78.23,15.34,-0.38,167.17
2621,24,79.57,15.08,0.37,167.17
587,35,78.63,15.26,-0.07,167.18
3268,25,79.82,15.03,-0.03,167.18
961,33,78.82,15.22,-0.41,167.2
1036,39,78.72,15.24,0.32,167.2
