bib,age,20k_minutes,avg_pace_to_20k,perc_decay_15k_to_20k,finish_minutes
25346,27,135.62,8.85,-1.22,285.03
16618,30,124.23,9.66,-2.26,285.03
24546,72,129.58,9.26,0.41,285.05
25352,36,132.9,9.03,-2.86,285.07
25144,40,127.62,9.4,-0.59,285.1
32090,45,137.47,8.73,-0.65,285.17
26269,28,131.17,9.15,0.16,285.22
26751,24,129.43,9.27,0.06,285.22
32088,29,126.55,9.48,-0.56,285.22
25565,49,123.33,9.73,-2.38,285.28
26551,26,134.8,8.9,0.13,285.28
30807,56,129.67,9.25,-0.83,285.3
25686,51,127.23,9.43,-0.11,285.3
24535,70,132.57,9.05,-0.15,285.32
21199,62,115.02,10.43,-1.14,285.32
27792,42,125.68,9.55,-0.65,285.32
27054,31,130.68,9.18,-0.54,285.32
24556,72,132.6,9.05,-0.58,285.37
26381,51,121.68,9.86,-2.31,285.4
21661,63,117.9,10.18,-2.93,285.42
24531,70,130.73,9.18,-0.28,285.45
26874,43,129.13,9.29,-0.72,285.45
24491,65,122.2,9.82,-2.09,285.47
24495,69,131.38,9.13,-0.07,285.47
31730,55,127.45,9.42,0.04,285.48
7566,60,124.23,9.66,-0.64,285.5
31729,60,133.33,9.0,0.08,285.52
24839,63,135.13,8.88,0.62,285.52
26955,49,124.5,9.64,-0.83,285.52
20506,44,127.73,9.39,0.05,285.57
26743,49,124.9,9.61,-1.28,285.57
25084,26,126.18,9.51,0.58,285.58
19770,51,129.33,9.28,-2.45,285.6
12274,54,129.37,9.28,-2.48,285.6
26497,39,137.43,8.73,-1.11,285.63
26268,48,127.32,9.43,-0.91,285.63
29059,27,124.22,9.66,-0.48,285.67
30977,33,127.37,9.42,-2.65,285.72
26875,34,127.8,9.39,-0.61,285.73
31173,43,129.65,9.26,-0.11,285.77
27643,48,127.72,9.4,-0.9,285.78
32058,53,119.18,10.07,-2.98,285.83
27816,30,126.57,9.48,-0.85,285.83
25888,43,132.33,9.07,-0.58,285.85
29803,26,115.93,10.35,-2.21,285.85
29735,27,138.12,8.69,1.6,285.85
25723,29,125.03,9.6,0.16,285.87
22196,61,122.28,9.81,-1.1,285.88
16351,56,121.53,9.87,-1.88,285.88
26102,30,125.67,9.55,-1.72,285.93
31168,30,123.02,9.75,0.47,285.95
30087,30,123.02,9.75,0.49,285.95
31774,69,124.9,9.61,-1.25,286.0
31773,36,124.9,9.61,-1.28,286.0
24722,36,130.53,9.19,-0.2,286.0
27286,38,127.22,9.43,-0.57,286.0
31794,48,124.88,9.61,-1.26,286.0
7515,27,124.03,9.68,0.19,286.02
24409,69,130.15,9.22,-0.9,286.05
29268,48,130.95,9.16,0.11,286.07
17097,38,120.53,9.96,-2.21,286.07
30371,47,131.43,9.13,-0.46,286.1
31308,47,129.95,9.23,-0.7,286.12
15465,39,128.3,9.35,-0.29,286.13
24021,70,128.28,9.35,-0.29,286.13
15471,38,128.28,9.35,-0.29,286.13
32036,31,121.7,9.86,0.47,286.13
25132,51,130.92,9.17,-0.07,286.17
17693,36,122.7,9.78,-1.28,286.17
27981,57,121.68,9.86,-1.19,286.18
27126,29,132.37,9.07,0.81,286.22
29478,37,131.75,9.11,-1.94,286.32
26296,59,131.45,9.13,-0.14,286.38
29977,41,128.93,9.31,-0.24,286.42
26238,53,134.73,8.91,-0.64,286.42
27233,44,123.1,9.75,-2.28,286.47
25585,49,127.42,9.42,-1.5,286.48
29169,51,133.6,8.98,0.1,286.48
24115,70,119.05,10.08,-2.47,286.52
29200,55,126.52,9.48,-0.57,286.52
29976,46,126.23,9.51,-1.1,286.53
29487,42,135.9,8.83,-0.64,286.57
31084,32,126.07,9.52,0.23,286.58
26706,51,123.6,9.71,-2.05,286.6
26671,29,116.05,10.34,-0.99,286.6
29082,54,128.98,9.3,-1.67,286.62
25296,42,135.23,8.87,0.29,286.63
26332,29,133.18,9.01,0.04,286.67
31256,35,120.73,9.94,-1.99,286.67
30133,55,130.13,9.22,-1.77,286.67
25804,55,131.95,9.09,-0.57,286.67
30926,55,128.15,9.36,-0.79,286.68
30927,55,128.15,9.36,-0.79,286.68
26759,27,129.87,9.24,-1.61,286.68
25088,36,132.83,9.03,-0.78,286.7
32091,27,109.73,10.94,-1.27,286.7
30736,28,126.23,9.51,-0.08,286.72
31150,30,115.48,10.39,-1.55,286.73
29285,64,125.23,9.58,-2.45,286.77
31738,31,124.28,9.66,-0.79,286.78
30355,39,124.98,9.6,-1.0,286.82
24315,61,126.27,9.5,-0.76,286.85
29982,63,124.83,9.61,-0.16,286.85
23661,59,123.33,9.73,-2.95,286.85
30659,61,119.4,10.05,-1.12,286.87
32029,63,128.75,9.32,-1.08,286.87
32062,45,127.6,9.4,-1.76,286.9
25110,27,129.12,9.29,-0.23,286.9
25522,31,123.65,9.7,-1.41,286.95
30619,26,130.32,9.21,0.44,286.98
27583,43,135.22,8.87,-1.49,286.98
10191,48,99.22,12.09,0.41,287.03
15930,78,130.68,9.18,-0.95,287.03
21721,66,115.52,10.39,-2.3,287.05
25462,34,128.08,9.37,-0.84,287.05
30245,54,129.58,9.26,-0.67,287.07
24019,71,125.52,9.56,-1.05,287.08
24606,63,116.45,10.3,-1.65,287.17
21867,68,113.95,10.53,-0.11,287.2
29133,23,128.5,9.34,-0.32,287.22
29828,32,126.52,9.48,-0.81,287.23
26744,38,130.88,9.17,0.57,287.25
26484,36,130.93,9.17,-2.95,287.27
32079,24,122.32,9.81,-0.46,287.3
30568,48,133.63,8.98,-0.32,287.32
30762,56,135.8,8.84,0.64,287.32
26043,47,133.87,8.96,0.48,287.33
27319,54,130.82,9.17,0.04,287.33
26854,41,125.02,9.6,-2.15,287.35
27077,25,136.83,8.77,-0.36,287.35
23529,56,127.48,9.41,-0.45,287.37
24863,28,112.77,10.64,0.12,287.38
24042,76,120.95,9.92,-2.63,287.38
30331,39,123.82,9.69,-3.14,287.38
29390,52,128.78,9.32,-0.66,287.42
27559,25,122.7,9.78,-0.49,287.45
31036,30,129.72,9.25,-0.61,287.5
26804,35,121.23,9.9,-0.82,287.53
31032,31,134.65,8.91,-0.02,287.53
26022,41,131.63,9.12,0.11,287.58
26911,46,121.48,9.88,0.48,287.6
27737,52,127.43,9.42,-1.62,287.65
21089,64,130.38,9.2,-1.06,287.65
24575,24,130.82,9.17,-1.09,287.65
27636,45,129.85,9.24,-2.4,287.65
25042,27,129.13,9.29,0.26,287.67
23773,66,118.1,10.16,-1.69,287.67
32170,46,125.57,9.56,0.0,287.7
23788,67,127.62,9.4,-0.94,287.7
29862,33,112.25,10.69,-0.44,287.72
30278,48,125.08,9.59,-0.56,287.75
27926,65,128.48,9.34,-0.15,287.77
31361,39,126.07,9.52,-0.51,287.8
25304,18,127.38,9.42,0.23,287.8
31674,52,128.0,9.38,-0.13,287.8
24511,66,136.83,8.77,-0.38,287.82
30961,53,129.55,9.26,0.14,287.82
24525,66,128.92,9.31,-1.56,287.85
25487,26,131.85,9.1,-0.47,287.87
25461,34,137.75,8.71,0.62,287.88
23168,70,111.33,10.78,-0.54,287.97
30176,33,126.02,9.52,-0.6,288.0
27623,58,131.35,9.14,-1.03,288.03
27283,29,137.53,8.73,-0.31,288.05
24719,41,121.8,9.85,-0.73,288.07
21762,46,113.82,10.54,-0.57,288.1
29477,43,114.27,10.5,0.14,288.13
31976,50,129.03,9.3,-1.45,288.15
26477,52,119.18,10.07,-1.12,288.2
31877,59,121.73,9.86,-0.08,288.2
23934,56,127.9,9.38,-0.63,288.28
26032,36,131.93,9.1,-0.22,288.3
26031,30,131.65,9.12,-0.01,288.32
31247,47,132.62,9.05,-0.4,288.32
31248,46,132.62,9.05,-0.4,288.32
32102,48,129.18,9.29,-0.73,288.32
23210,50,116.5,10.3,0.39,288.33
27090,35,121.55,9.87,-1.9,288.35
26003,23,134.13,8.95,-0.42,288.37
26433,43,138.18,8.68,-2.49,288.37
29604,46,136.3,8.8,-0.37,288.37
30749,43,130.73,9.18,-2.01,288.37
29540,29,134.15,8.95,-0.43,288.38
25919,24,137.65,8.72,-0.71,288.42
24498,65,122.52,9.79,-1.62,288.42
25365,46,121.13,9.91,-0.51,288.42
27628,41,134.73,8.91,0.3,288.45
27972,60,135.63,8.85,-0.49,288.48
25470,29,130.8,9.17,-1.05,288.52
24221,61,136.33,8.8,-2.0,288.52
30261,72,132.03,9.09,-1.06,288.55
25620,39,136.75,8.78,-0.94,288.57
21693,47,123.55,9.71,-2.71,288.6
29385,47,130.85,9.17,0.11,288.6
26009,60,129.57,9.26,-0.72,288.6
31399,52,123.75,9.7,-1.17,288.67
29813,66,128.5,9.34,-1.19,288.72
23822,67,121.22,9.9,-1.31,288.72
31309,52,130.73,9.18,-1.2,288.73
21389,46,124.27,9.66,0.02,288.75
27256,45,129.63,9.26,0.05,288.75
26534,30,130.05,9.23,0.09,288.77
26535,27,130.05,9.23,0.08,288.77
26441,46,129.25,9.28,-1.05,288.78
29706,33,124.65,9.63,-1.43,288.78
31902,59,131.6,9.12,-1.08,288.85
12497,40,122.53,9.79,-2.97,288.87
29283,22,131.42,9.13,-1.2,288.87
23767,58,124.27,9.66,-1.9,288.92
19474,41,128.88,9.31,-0.48,288.92
25399,29,137.0,8.76,-0.76,288.92
24189,60,123.2,9.74,-2.4,288.92
27604,54,124.52,9.64,-0.47,288.93
26725,32,132.1,9.08,-2.14,288.95
25021,43,129.62,9.26,-1.13,288.95
26737,35,132.1,9.08,-2.14,288.95
30944,41,127.63,9.4,-1.12,288.97
31042,46,128.8,9.32,-1.17,289.0
26046,25,131.38,9.13,0.86,289.02
29101,44,129.47,9.27,-1.73,289.05
26806,38,135.58,8.85,-0.06,289.07
31986,54,137.88,8.7,0.54,289.1
29820,48,132.9,9.03,-0.83,289.17
23414,55,127.83,9.39,-1.15,289.17
25979,22,129.82,9.24,0.52,289.17
26239,25,128.23,9.36,-2.12,289.2
29507,65,127.5,9.41,-1.84,289.23
24877,25,134.3,8.94,0.24,289.25
24607,30,134.3,8.94,0.24,289.25
25368,32,128.85,9.31,-0.02,289.27
30046,46,129.8,9.24,-0.82,289.3
24977,29,128.78,9.32,-0.48,289.32
24392,67,124.67,9.63,-0.4,289.32
31402,62,129.93,9.24,-1.2,289.35
27634,49,130.58,9.19,-0.27,289.4
31226,57,130.03,9.23,-1.28,289.4
30229,31,125.73,9.54,-2.1,289.4
27163,43,116.08,10.34,-0.82,289.42
26820,53,123.97,9.68,-0.76,289.43
31080,48,129.7,9.25,-2.6,289.45
31087,40,119.53,10.04,-0.3,289.45
26901,24,121.12,9.91,-0.74,289.45
25856,27,133.28,9.0,0.11,289.52
30391,41,120.02,10.0,0.21,289.52
31162,23,130.22,9.22,-0.51,289.55
26063,30,127.92,9.38,-0.09,289.57
26796,35,122.73,9.78,-2.14,289.57
26664,43,126.18,9.51,-0.74,289.6
24920,29,135.65,8.85,-1.22,289.62
32015,32,106.8,11.24,-2.71,289.65
24259,64,121.1,9.91,-1.66,289.65
31858,49,133.95,8.96,0.01,289.65
26397,56,133.03,9.02,-1.41,289.68
25341,30,128.88,9.31,-0.19,289.68
15939,66,132.83,9.03,-0.19,289.72
30907,37,118.05,10.17,-1.6,289.72
31067,51,124.87,9.61,-1.09,289.75
26957,37,130.72,9.18,-0.43,289.75
29473,47,123.08,9.75,-1.6,289.75
24876,25,128.78,9.32,-0.07,289.77
27385,38,122.67,9.78,-0.62,289.78
31568,40,125.38,9.57,-0.92,289.78
31020,59,125.38,9.57,-3.04,289.8
30754,27,129.47,9.27,-0.6,289.8
27271,38,129.48,9.27,-1.99,289.82
18731,42,97.98,12.25,0.29,289.82
30584,55,130.47,9.2,-1.66,289.85
32121,33,130.8,9.17,0.82,289.88
32188,53,129.28,9.28,-0.17,289.9
29793,53,118.82,10.1,-1.5,289.95
27297,23,111.17,10.79,-0.69,289.97
26327,27,137.0,8.76,-0.15,290.07
31303,60,133.63,8.98,-0.35,290.08
31676,52,133.63,8.98,-0.34,290.08
31292,44,133.63,8.98,-0.34,290.1
31982,54,123.43,9.72,-1.7,290.13
32192,63,127.8,9.39,-0.8,290.15
25355,42,126.0,9.52,-0.77,290.17
30280,57,131.08,9.15,-1.1,290.17
24422,66,124.8,9.62,-0.89,290.17
25436,40,126.05,9.52,-0.81,290.18
30326,43,132.53,9.05,-0.58,290.2
29109,53,124.32,9.65,-1.51,290.2
32132,33,120.82,9.93,-2.37,290.22
30266,45,132.53,9.05,-0.58,290.22
31468,37,120.95,9.92,-0.6,290.27
20074,62,119.83,10.01,-2.47,290.28
25091,41,128.2,9.36,-0.02,290.32
26537,31,130.03,9.23,0.1,290.33
24583,29,129.28,9.28,-2.05,290.33
29328,56,128.93,9.31,-1.22,290.33
29957,61,129.78,9.25,-0.89,290.35
27291,45,131.93,9.1,-0.4,290.37
24999,51,125.55,9.56,-1.9,290.38
25175,26,136.07,8.82,-1.26,290.4
25161,24,136.05,8.82,-1.24,290.4
24889,49,129.33,9.28,0.49,290.43
32184,41,131.15,9.15,-1.44,290.45
32141,67,131.17,9.15,-1.45,290.45
25428,38,127.37,9.42,-0.22,290.45
25157,51,129.35,9.28,-0.92,290.45
31950,30,131.93,9.1,-1.01,290.47
25159,54,129.37,9.28,-0.94,290.47
27114,31,138.32,8.68,-1.27,290.47
27794,58,128.2,9.36,-1.63,290.52
25350,53,127.08,9.44,-1.06,290.53
25869,51,127.35,9.42,0.91,290.53
26144,61,132.83,9.03,-1.78,290.55
29766,43,126.93,9.45,-1.1,290.6
25302,35,129.93,9.24,-1.81,290.65
30774,49,133.35,9.0,-0.96,290.65
29440,54,134.53,8.92,0.4,290.65
23733,56,136.5,8.79,-0.98,290.67
26302,46,129.3,9.28,-0.85,290.67
7565,33,124.47,9.64,-1.34,290.7
30910,33,116.77,10.28,0.92,290.75
23795,59,129.9,9.24,-1.44,290.75
24539,75,130.48,9.2,-0.8,290.75
29129,32,131.45,9.13,-0.9,290.75
26547,35,133.0,9.02,-0.3,290.77
30846,38,133.0,9.02,-0.32,290.77
29469,48,128.57,9.33,-0.26,290.78
29484,35,128.57,9.33,-0.26,290.78
24489,66,133.33,9.0,-2.12,290.82
31847,44,123.03,9.75,-1.02,290.82
25854,29,133.28,9.0,0.11,290.82
26552,42,123.63,9.71,-0.8,290.82
29873,45,134.73,8.91,-0.76,290.83
31169,25,130.23,9.21,0.59,290.85
30220,46,130.53,9.19,-0.53,290.87
25881,28,112.72,10.65,-2.86,290.88
24851,28,134.53,8.92,-0.17,290.9
30080,32,138.83,8.64,-0.65,290.9
32130,37,133.02,9.02,0.61,290.9
31401,51,128.62,9.33,-0.79,290.92
32116,30,132.98,9.02,-0.46,290.92
30493,65,120.88,9.93,-2.99,290.92
19343,57,121.42,9.88,-1.94,290.93
24196,61,122.77,9.77,-1.91,291.0
31577,38,135.98,8.82,0.75,291.1
24843,45,132.28,9.07,-1.37,291.1
26879,28,137.32,8.74,0.14,291.15
23388,68,123.98,9.68,-1.22,291.17
27564,52,129.58,9.26,-1.91,291.18
25426,42,120.92,9.92,-2.69,291.18
7546,52,129.58,9.26,-1.99,291.18
29791,29,124.53,9.64,-0.39,291.18
30352,40,135.43,8.86,-0.73,291.2
24169,62,126.17,9.51,-0.21,291.2
19624,56,121.38,9.89,-0.79,291.2
25827,39,127.63,9.4,-0.94,291.22
24962,24,137.73,8.71,0.39,291.32
24753,38,137.73,8.71,0.39,291.32
25187,48,135.22,8.87,-1.44,291.33
27416,61,135.75,8.84,-0.5,291.33
26267,52,135.02,8.89,-0.43,291.37
31694,66,138.78,8.65,-0.53,291.4
32133,41,133.47,8.99,-1.53,291.42
27207,25,131.82,9.1,-1.2,291.43
27796,41,128.37,9.35,-1.3,291.47
26852,50,136.9,8.77,-0.37,291.47
26688,24,125.65,9.55,-1.53,291.52
26756,23,125.63,9.55,-1.51,291.52
25074,47,128.48,9.34,-0.86,291.53
30127,43,134.12,8.95,-2.11,291.58
29567,27,122.23,9.82,-1.8,291.58
26826,31,130.22,9.22,-0.5,291.6
11978,26,127.77,9.39,-1.49,291.63
24139,62,125.58,9.56,-1.81,291.65
25386,37,138.78,8.65,-1.02,291.67
27806,35,128.37,9.35,-1.17,291.68
25934,54,120.95,9.92,-1.92,291.7
25238,38,134.68,8.91,-0.09,291.72
30144,61,132.08,9.09,-0.75,291.72
16928,31,119.95,10.0,-2.48,291.73
26125,37,136.18,8.81,-0.5,291.73
26135,41,124.53,9.64,-3.02,291.75
27517,56,126.8,9.46,-1.92,291.77
25001,51,128.92,9.31,-0.68,291.8
29149,21,132.75,9.04,-2.12,291.82
25973,51,131.6,9.12,-1.17,291.82
30347,31,124.3,9.65,0.06,291.83
22162,63,120.15,9.99,-2.92,291.85
26609,49,130.4,9.2,-1.21,291.88
30404,41,130.4,9.2,-1.21,291.88
25701,61,136.88,8.77,-0.14,291.88
29772,41,122.58,9.79,-1.85,291.9
24799,23,131.4,9.13,-1.39,291.93
23263,52,130.32,9.21,-1.91,291.95
24587,63,125.25,9.58,-1.56,291.97
27541,32,133.83,8.97,-0.65,291.98
29239,58,133.87,8.96,-0.47,292.0
25039,26,134.42,8.93,-0.16,292.0
30272,30,130.73,9.18,-0.94,292.02
30838,30,129.83,9.24,-0.69,292.05
31852,40,113.62,10.56,-1.39,292.07
25951,50,135.02,8.89,-0.59,292.1
25712,27,129.47,9.27,-1.24,292.1
29088,31,139.87,8.58,0.9,292.13
32086,55,136.38,8.8,-0.52,292.15
24938,27,127.08,9.44,-1.67,292.17
31883,55,130.22,9.22,-0.92,292.2
25507,33,132.52,9.06,-1.5,292.23
23481,55,119.83,10.01,-1.0,292.27
29171,47,128.97,9.3,-0.51,292.28
29244,41,126.82,9.46,-0.21,292.28
25379,63,128.88,9.31,-1.07,292.32
32169,40,135.42,8.86,0.55,292.32
24918,52,136.58,8.79,-0.25,292.33
25853,26,126.13,9.51,-1.42,292.35
26236,32,136.78,8.77,-0.7,292.35
25855,24,126.15,9.51,-1.46,292.37
25732,66,139.38,8.61,-0.05,292.4
24252,65,134.48,8.92,-1.32,292.43
26085,24,141.2,8.5,0.12,292.48
26730,24,130.4,9.2,-0.7,292.48
31723,24,130.38,9.2,-0.7,292.48
26067,30,142.48,8.42,-0.2,292.5
30030,39,127.47,9.41,-1.49,292.5
27780,63,123.67,9.7,-2.4,292.55
26111,40,133.62,8.98,-0.28,292.57
23904,58,132.68,9.04,-0.94,292.57
25223,56,134.47,8.92,-0.92,292.6
27123,34,131.57,9.12,-1.47,292.6
27228,66,131.58,9.12,-1.47,292.62
25953,38,136.62,8.78,-0.31,292.62
7587,41,132.28,9.07,-0.46,292.62
24617,36,130.72,9.18,-0.68,292.62
26064,52,136.67,8.78,-1.08,292.65
16505,61,110.53,10.86,-2.59,292.65
24519,66,133.77,8.97,-1.15,292.7
29378,61,131.9,9.1,-0.73,292.7
27872,52,130.42,9.2,-1.5,292.72
25546,30,133.97,8.96,-0.85,292.75
25515,28,129.62,9.26,-1.04,292.75
7548,39,122.32,9.81,-1.05,292.78
15074,43,135.27,8.87,-1.11,292.8
30848,56,132.6,9.05,-1.39,292.8
24761,50,135.27,8.87,-1.11,292.8
26513,51,130.02,9.23,-0.71,292.85
30138,28,128.37,9.35,-0.6,292.85
24337,68,132.97,9.02,-0.96,292.87
27288,57,129.22,9.29,-0.58,292.88
25859,24,133.57,8.98,-0.13,292.93
26847,56,123.6,9.71,-0.67,293.0
25440,28,133.65,8.98,-0.32,293.0
26923,44,128.5,9.34,-0.88,293.0
29615,55,132.53,9.05,-1.1,293.0
23697,65,127.67,9.4,-2.07,293.03
31762,64,121.85,9.85,-2.04,293.07
30639,47,129.38,9.28,-1.27,293.07
26056,27,116.08,10.34,-0.7,293.12
24712,31,120.55,9.95,-1.95,293.15
23722,60,131.07,9.16,-0.49,293.17
24815,37,125.22,9.58,-1.45,293.22
24758,56,135.35,8.87,-0.6,293.23
15914,70,124.25,9.66,-1.89,293.23
26581,74,132.73,9.04,-1.17,293.23
25830,28,126.35,9.5,0.8,293.25
26130,27,130.12,9.22,-0.25,293.27
30000,47,138.45,8.67,-0.44,293.28
27480,44,127.23,9.43,0.45,293.3
29639,36,129.95,9.23,0.22,293.3
25415,25,130.05,9.23,-0.84,293.3
21223,60,131.52,9.12,-1.39,293.33
24459,65,131.07,9.16,-1.4,293.35
32194,53,133.02,9.02,-1.02,293.4
29438,54,124.35,9.65,-1.17,293.4
25593,59,133.18,9.01,-1.42,293.42
26109,24,141.13,8.5,1.04,293.42
25241,38,132.45,9.06,-0.34,293.43
29621,49,129.58,9.26,0.79,293.45
29402,26,126.72,9.47,-1.49,293.52
25591,31,134.33,8.93,-0.44,293.53
29073,71,128.62,9.33,-0.1,293.55
27335,45,136.82,8.77,-1.57,293.57
24544,71,131.07,9.16,-2.77,293.58
31135,38,133.17,9.01,0.24,293.62
25557,37,133.58,8.98,-1.43,293.65
24497,68,130.17,9.22,-0.9,293.68
24069,73,127.02,9.45,-2.64,293.72
30721,38,136.27,8.81,-2.01,293.73
29216,52,122.63,9.79,-0.1,293.73
31565,42,136.07,8.82,-0.23,293.77
25837,25,131.75,9.11,-2.01,293.77
31566,71,136.07,8.82,-0.23,293.77
24819,33,142.78,8.4,1.4,293.77
32114,30,132.23,9.08,-1.69,293.78
29775,49,121.43,9.88,0.44,293.8
27066,50,131.1,9.15,-0.26,293.82
26855,33,131.5,9.13,-0.86,293.83
29876,32,146.25,8.21,0.08,293.85
29209,32,137.18,8.75,-0.99,293.85
26131,25,131.2,9.15,-1.09,293.85
27073,23,119.52,10.04,-2.28,293.87
26200,53,127.4,9.42,-2.07,293.97
27836,42,135.03,8.89,0.55,293.97
31999,53,120.67,9.94,-2.4,293.98
25057,68,136.93,8.76,-2.38,294.02
27346,25,125.03,9.6,-0.1,294.07
31854,52,130.32,9.21,-1.63,294.08
27469,25,135.17,8.88,-0.2,294.1
24375,62,123.87,9.69,-2.94,294.17
30863,52,131.57,9.12,-1.01,294.17
23554,55,131.55,9.12,-1.0,294.18
30860,26,128.67,9.33,-0.33,294.18
25825,27,139.3,8.61,0.38,294.2
26586,37,138.02,8.69,-0.35,294.2
24056,63,120.4,9.97,-0.91,294.2
30052,34,138.03,8.69,-0.36,294.2
30154,34,138.03,8.69,-0.36,294.2
24864,52,131.13,9.15,-0.84,294.23
24089,64,126.28,9.5,-2.79,294.27
27145,28,131.88,9.1,0.97,294.3
31654,54,140.3,8.55,-0.31,294.33
26197,42,136.18,8.81,-0.52,294.35
29759,40,129.32,9.28,-0.06,294.37
24747,40,139.55,8.6,-0.8,294.38
30184,28,131.53,9.12,-0.22,294.4
23938,67,126.2,9.51,-2.45,294.4
24171,66,137.43,8.73,-0.46,294.43
26580,26,124.47,9.64,-0.18,294.45
29967,47,130.73,9.18,-1.4,294.47
27167,43,130.8,9.17,-2.12,294.47
30465,42,131.25,9.14,-0.75,294.47
30529,43,131.87,9.1,0.27,294.5
30573,58,130.78,9.18,-1.28,294.5
26027,34,122.35,9.81,0.64,294.52
25698,51,136.93,8.76,-0.14,294.57
27364,39,130.87,9.17,0.63,294.58
27769,31,133.7,8.98,-1.75,294.6
29063,33,133.73,8.97,-1.77,294.6
30628,51,130.05,9.23,-1.09,294.65
29401,39,134.8,8.9,-1.12,294.68
30800,32,129.88,9.24,-0.6,294.68
27055,40,134.13,8.95,0.87,294.7
24401,72,131.82,9.1,-1.79,294.7
26234,41,134.13,8.95,0.87,294.7
30621,49,123.65,9.7,0.18,294.75
30580,57,137.67,8.72,-0.27,294.77
22065,45,133.57,8.98,-0.31,294.8
31815,41,136.63,8.78,-1.81,294.88
31816,51,136.63,8.78,-1.81,294.92
27711,48,125.75,9.54,-1.76,294.93
31228,56,129.87,9.24,-0.24,294.97
24836,40,138.08,8.69,-0.44,294.97
31028,46,132.97,9.02,-0.15,295.0
29490,35,132.97,9.02,-0.13,295.02
24844,40,130.65,9.18,-2.88,295.02
30034,29,134.78,8.9,-0.51,295.03
31802,45,134.8,8.9,-0.52,295.05
25630,50,138.95,8.64,-1.18,295.05
26677,29,126.22,9.51,-2.2,295.05
30630,61,131.63,9.12,-0.19,295.08
19520,56,130.23,9.21,-1.81,295.13
25118,36,136.2,8.81,-1.57,295.15
29468,27,134.85,8.9,-0.43,295.17
30273,53,136.43,8.8,-0.51,295.17
24256,60,133.8,8.97,-0.63,295.17
20743,60,133.78,8.97,-0.61,295.18
31145,37,132.97,9.02,-0.58,295.18
25506,46,127.65,9.4,-1.99,295.2
30354,43,131.48,9.13,0.52,295.2
20402,41,133.07,9.02,-1.49,295.22
30636,62,129.3,9.28,-0.2,295.22
25329,37,129.3,9.28,-0.2,295.22
27039,54,125.35,9.57,-2.91,295.23
25987,24,129.5,9.27,-1.23,295.28
31073,69,127.37,9.42,-0.45,295.3
31931,43,128.33,9.35,-0.33,295.38
29764,50,136.88,8.77,-1.55,295.38
27700,52,129.13,9.29,-2.29,295.4
29760,50,136.9,8.77,-1.56,295.4
30664,54,119.23,10.06,-0.62,295.42
30495,20,130.6,9.19,-0.75,295.42
31369,52,133.42,8.99,-1.29,295.47
29309,39,134.03,8.95,-0.54,295.47
29145,45,122.78,9.77,-0.72,295.47
23745,57,128.12,9.37,-1.91,295.5
30745,24,137.47,8.73,-0.47,295.52
25005,48,141.37,8.49,-0.33,295.53
24858,54,141.37,8.49,-0.33,295.53
27680,48,127.4,9.42,-0.75,295.53
29022,65,137.12,8.75,-0.62,295.55
30446,32,138.12,8.69,-0.42,295.57
30066,27,123.9,9.69,0.59,295.57
26742,28,113.57,10.57,-1.12,295.6
27104,44,133.28,9.0,-1.53,295.62
27721,46,129.37,9.28,0.0,295.62
24610,38,128.13,9.37,-1.14,295.62
21698,67,136.07,8.82,-0.88,295.63
30181,46,132.13,9.08,1.31,295.63
27132,53,129.58,9.26,-0.62,295.63
24568,75,133.78,8.97,-0.46,295.63
26001,48,136.75,8.78,-1.54,295.67
30691,44,129.2,9.29,-1.26,295.7
27897,60,132.22,9.08,-0.47,295.75
29762,28,130.8,9.17,-0.97,295.75
31664,49,143.78,8.35,-2.09,295.75
27896,56,132.18,9.08,-0.44,295.77
24711,33,139.82,8.58,0.21,295.77
25733,39,125.6,9.55,0.24,295.87
24991,65,132.23,9.08,-2.16,295.88
31141,43,122.77,9.77,-0.59,295.9
24856,26,139.82,8.58,0.21,295.9
29843,44,138.78,8.65,-0.49,295.9
25731,48,126.55,9.48,-2.54,295.93
24669,53,139.85,8.58,-0.78,295.93
12601,58,127.42,9.42,-2.16,295.97
22823,52,127.43,9.42,-2.15,295.98
30056,40,133.52,8.99,-0.74,296.0
29510,34,134.42,8.93,-0.24,296.02
27249,35,129.42,9.27,-1.68,296.03
32080,34,122.58,9.79,-2.1,296.03
26347,42,133.53,8.99,-0.75,296.05
27000,24,129.18,9.29,0.04,296.05
25090,31,129.97,9.23,0.31,296.08
24634,42,143.22,8.38,1.69,296.13
15186,64,138.97,8.63,-0.19,296.15
26954,42,132.82,9.03,-1.92,296.15
29056,53,126.9,9.46,-1.97,296.15
25697,53,118.53,10.12,-2.72,296.17
31918,35,132.02,9.09,-0.64,296.23
26832,27,135.17,8.88,-0.77,296.23
30356,25,135.17,8.88,-0.79,296.23
24699,31,128.72,9.32,-0.44,296.27
25044,51,130.67,9.18,-2.89,296.3
30925,51,132.65,9.05,-2.1,296.32
31246,36,132.65,9.05,-2.08,296.32
30816,54,135.07,8.88,-0.25,296.35
31796,45,127.93,9.38,-2.01,296.35
31790,56,127.93,9.38,-2.03,296.35
22153,48,134.22,8.94,-0.49,296.38
26966,30,132.25,9.07,-0.95,296.38
26496,32,136.73,8.78,-0.55,296.4
30761,66,133.28,9.0,-1.64,296.4
30050,52,136.45,8.79,-0.53,296.42
26138,44,130.63,9.19,-1.53,296.43
